File,Line,Column,Type,Message,Source,Severity,Fixable
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Milestone/Controllers/Milestone_Controller.php",198,33,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Milestone/Helper/Milestone.php",204,51,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Milestone/Helper/Milestone.php",260,51,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Milestone/Helper/Milestone.php",299,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Milestone/Helper/Milestone.php",346,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Milestone/Helper/Milestone.php",384,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Milestone/Helper/Milestone.php",419,56,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Milestone/Helper/Milestone.php",621,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",116,22,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",146,24,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",151,28,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",162,38,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",163,67,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",163,119,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",164,72,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",182,38,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",183,72,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",184,67,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",184,119,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",202,72,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",203,67,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",203,119,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",298,26,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",299,22,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",301,26,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",302,26,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",314,53,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",318,24,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",322,24,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Transformers/User_Transformer.php",326,24,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Controllers/User_Controller.php",211,38,error,"Use placeholders and $wpdb->prepare(); found $sql",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/User/Helper/User.php",252,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Imports/Helpers/Trello_helper.php",38,17,error,"Using cURL functions is highly discouraged. Use wp_remote_get() instead.",WordPress.WP.AlternativeFunctions.curl_curl_init,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Imports/Helpers/Trello_helper.php",40,9,error,"Using cURL functions is highly discouraged. Use wp_remote_get() instead.",WordPress.WP.AlternativeFunctions.curl_curl_setopt_array,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Imports/Helpers/Trello_helper.php",45,17,error,"Using cURL functions is highly discouraged. Use wp_remote_get() instead.",WordPress.WP.AlternativeFunctions.curl_curl_exec,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Imports/Helpers/Trello_helper.php",47,9,error,"Using cURL functions is highly discouraged. Use wp_remote_get() instead.",WordPress.WP.AlternativeFunctions.curl_curl_close,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Transformers/Project_Transformer.php",106,22,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Transformers/Project_Transformer.php",107,22,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Transformers/Project_Transformer.php",119,29,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Transformers/Project_Transformer.php",131,29,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Transformers/Project_Transformer.php",135,52,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Helper/Project.php",192,63,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Helper/Project.php",210,62,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Helper/Project.php",423,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Helper/Project.php",464,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Helper/Project.php",504,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Helper/Project.php",540,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Helper/Project.php",601,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Helper/Project.php",638,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Helper/Project.php",675,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Helper/Project.php",710,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Helper/Project.php",752,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Helper/Project.php",791,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Helper/Project.php",830,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Helper/Project.php",904,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Helper/Project.php",962,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Helper/Project.php",1045,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Project/Helper/Project.php",1413,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Transformers/Task_Transformer.php",102,35,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Controllers/Task_Controller.php",769,38,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Controllers/Task_Controller.php",772,38,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Controllers/Task_Controller.php",775,38,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Controllers/Task_Controller.php",776,37,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Controllers/Task_Controller.php",810,34,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Controllers/Task_Controller.php",813,34,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Controllers/Task_Controller.php",816,34,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Controllers/Task_Controller.php",817,33,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Controllers/Task_Controller.php",1005,40,error,"Use placeholders and $wpdb->prepare(); found $tasks",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Controllers/Task_Controller.php",1080,40,error,"Use placeholders and $wpdb->prepare(); found $sql",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Controllers/Task_Controller.php",1162,40,error,"Use placeholders and $wpdb->prepare(); found $sql",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",121,9,error,"File operations should use WP_Filesystem methods instead of direct PHP filesystem calls. Found: fclose()",WordPress.WP.AlternativeFunctions.file_system_read_fclose,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",453,40,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",670,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",719,56,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",765,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",801,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",844,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",891,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",931,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",1001,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",1052,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",1088,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",1388,16,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",1436,24,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",1437,24,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",1475,20,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",1513,24,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",1514,24,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",1552,16,error,"date() is affected by runtime timezone changes which can cause date/time to be incorrectly displayed. Use gmdate() instead.",WordPress.DateTime.RestrictedFunctions.date_date,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Task/Helper/Task.php",1770,34,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Discussion_Board/Helper/Discussion_Board.php",237,56,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Discussion_Board/Helper/Discussion_Board.php",329,51,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Discussion_Board/Helper/Discussion_Board.php",388,51,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Discussion_Board/Helper/Discussion_Board.php",446,51,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Discussion_Board/Helper/Discussion_Board.php",480,51,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Discussion_Board/Helper/Discussion_Board.php",514,56,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
"/Users/wedevs/Local Sites/pm/app/public/wp-content/plugins/wp-project-manager/src/Discussion_Board/Helper/Discussion_Board.php",723,50,error,"Use placeholders and $wpdb->prepare(); found $query",WordPress.DB.PreparedSQL.NotPrepared,5,0
